Time,linear.x,linear.y,linear.z,angular.x,angular.y,angular.z
1648214356.9298246,0.061019054800272,-0.08723723217844964,-0.0,-0.4454580277204514,-0.4454580277204514,-0.4454580277204514
1648214356.9298441,0.061019054800272,-0.08723723217844964,-0.0,-0.4454580277204514,-0.4454580277204514,-0.4454580277204514
1648214356.9301522,0.0566493608057499,-0.08723723217844964,-0.0,-0.4454580277204514,-0.4454580277204514,-0.4454580277204514
1648214356.9498084,0.061019054800272,-0.08723723217844964,-0.0,-0.4454580277204514,-0.4454580277204514,-0.4454580277204514
1648214356.9697032,0.0566493608057499,-0.08723723217844964,-0.0,-0.4454580277204514,-0.4454580277204514,-0.4454580277204514
1648214356.9897847,0.061019054800272,-0.08723723217844964,-0.0,-0.4454580277204514,-0.4454580277204514,-0.4454580277204514
1648214356.9898574,0.061019054800272,-0.08723723217844964,-0.0,-0.4454580277204514,-0.4454580277204514,-0.4454580277204514
1648214357.0097044,0.0566493608057499,-0.08723723217844964,-0.0,-0.4454580277204514,-0.4454580277204514,-0.4454580277204514
1648214357.0099237,0.0566493608057499,-0.08723723217844964,-0.0,-0.4454580277204514,-0.4454580277204514,-0.4454580277204514
1648214357.0298204,0.061019054800272,-0.08723723217844964,-0.0,-0.4454580277204514,-0.4454580277204514,-0.4454580277204514
1648214357.0497975,0.0566493608057499,-0.09160692617297174,-0.0,-0.4454580277204514,-0.4454580277204514,-0.4454580277204514
1648214357.069798,0.0566493608057499,-0.08723723217844964,-0.0,-0.4454580277204514,-0.4454580277204514,-0.4454580277204514
1648214357.0898318,0.0566493608057499,-0.08723723217844964,-0.0,-0.45419738888740546,-0.45419738888740546,-0.45419738888740546
1648214357.089857,0.061019054800272,-0.08723723217844964,-0.0,-0.4454580277204514,-0.4454580277204514,-0.4454580277204514
1648214357.1097376,0.0566493608057499,-0.09160692617297174,-0.0,-0.45419738888740546,-0.45419738888740546,-0.45419738888740546
1648214357.1297722,0.0566493608057499,-0.08723723217844964,-0.0,-0.4454580277204514,-0.4454580277204514,-0.4454580277204514
1648214357.1298048,0.061019054800272,-0.08723723217844964,-0.0,-0.4454580277204514,-0.4454580277204514,-0.4454580277204514
1648214357.1498187,0.0566493608057499,-0.09160692617297174,-0.0,-0.4454580277204514,-0.4454580277204514,-0.4454580277204514
1648214357.1697516,0.061019054800272,-0.08723723217844964,-0.0,-0.4454580277204514,-0.4454580277204514,-0.4454580277204514
1648214357.170043,0.061019054800272,-0.08723723217844964,-0.0,-0.4454580277204514,-0.4454580277204514,-0.4454580277204514
1648214357.1896985,0.0566493608057499,-0.09160692617297174,-0.0,-0.4454580277204514,-0.4454580277204514,-0.4454580277204514
1648214357.1898203,0.0566493608057499,-0.08723723217844964,-0.0,-0.4454580277204514,-0.4454580277204514,-0.4454580277204514
1648214357.2099476,0.0566493608057499,-0.08723723217844964,-0.0,-0.4454580277204514,-0.4454580277204514,-0.4454580277204514
1648214357.209971,0.061019054800272,-0.08723723217844964,-0.0,-0.4454580277204514,-0.4454580277204514,-0.4454580277204514
1648214357.2099802,0.0566493608057499,-0.08723723217844964,-0.0,-0.4454580277204514,-0.4454580277204514,-0.4454580277204514
1648214357.2298858,0.061019054800272,-0.08723723217844964,-0.0,-0.4454580277204514,-0.4454580277204514,-0.4454580277204514
1648214357.2498064,0.0566493608057499,-0.08723723217844964,-0.0,-0.45419738888740546,-0.45419738888740546,-0.45419738888740546
1648214357.269834,0.061019054800272,-0.08723723217844964,-0.0,-0.46293677687644963,-0.46293677687644963,-0.46293677687644963
1648214357.2898815,0.0566493608057499,-0.08723723217844964,-0.0,-0.46293677687644963,-0.46293677687644963,-0.46293677687644963
1648214357.2899027,0.0566493608057499,-0.09160692617297174,-0.0,-0.46293677687644963,-0.46293677687644963,-0.46293677687644963
1648214357.3098342,0.061019054800272,-0.08723723217844964,-0.0,-0.46293677687644963,-0.46293677687644963,-0.46293677687644963
1648214357.33018,0.0566493608057499,-0.08723723217844964,-0.0,-0.47167616486549385,-0.47167616486549385,-0.47167616486549385
1648214357.3499951,0.0566493608057499,-0.08723723217844964,-0.0,-0.47167616486549385,-0.47167616486549385,-0.47167616486549385
1648214357.369861,0.0566493608057499,-0.08723723217844964,-0.0,-0.47167616486549385,-0.47167616486549385,-0.47167616486549385
1648214357.3700366,0.0566493608057499,-0.08723723217844964,-0.0,-0.47167616486549385,-0.47167616486549385,-0.47167616486549385
1648214357.3897781,0.061019054800272,-0.07412814348936082,-0.0,-0.47167616486549385,-0.47167616486549385,-0.47167616486549385
1648214357.4098856,0.061019054800272,-0.04352466836571694,-0.0,-0.47167616486549385,-0.47167616486549385,-0.47167616486549385
1648214357.4297984,0.0566493608057499,-0.03915497101843358,-0.0,-0.47167616486549385,-0.47167616486549385,-0.47167616486549385
1648214357.4298246,0.061019054800272,-0.03915497101843358,-0.0,-0.47167616486549385,-0.47167616486549385,-0.47167616486549385
1648214357.449773,0.061019054800272,-0.026045884005725387,-0.0,-0.47167616486549385,-0.47167616486549385,-0.47167616486549385
